               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss, train/cls_task_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,   val/cls_task_loss,               x/lr0,               x/lr1,               x/lr2
                  14,            0.038995,           0.0016687,           0.0033732,            0.059418,           0.0023823,             0.58998,           0.0049374,           0.0012054,             0.04037,           0.0017194,           0.0033014,             0.14099,             0.00961,             0.00961,             0.00961
                  15,            0.037902,           0.0016813,            0.003372,            0.052394,            0.002292,             0.59136,           0.0067482,           0.0015282,            0.040243,           0.0017053,           0.0032437,             0.14795,             0.00958,             0.00958,             0.00958
                  16,            0.038066,           0.0016743,           0.0033028,            0.059961,           0.0023396,             0.64809,           0.0085582,           0.0022227,            0.039535,           0.0017202,           0.0032281,             0.14832,             0.00955,             0.00955,             0.00955
                  17,            0.037482,           0.0016864,           0.0033048,            0.055145,           0.0023786,             0.64639,           0.0081212,           0.0019877,            0.039633,           0.0016954,           0.0031934,              0.1488,             0.00952,             0.00952,             0.00952
                  18,            0.037247,           0.0016747,           0.0032135,            0.051056,           0.0025066,             0.65808,            0.011916,           0.0031188,            0.038932,            0.001716,           0.0031622,             0.16052,             0.00949,             0.00949,             0.00949
                  19,            0.036988,           0.0016582,           0.0032717,            0.046803,           0.0027604,             0.76644,            0.020142,           0.0049952,            0.039323,           0.0016655,           0.0031613,             0.16577,             0.00946,             0.00946,             0.00946
                  20,            0.037041,           0.0016443,            0.003213,            0.048943,           0.0028813,             0.80446,            0.019598,           0.0043398,            0.038159,           0.0017044,           0.0031476,              0.1731,             0.00943,             0.00943,             0.00943
                  21,            0.036525,           0.0016295,           0.0031599,            0.048856,           0.0028389,             0.79537,            0.025043,            0.006299,            0.038445,           0.0016542,           0.0031192,              0.1781,              0.0094,              0.0094,              0.0094
                  22,            0.036522,           0.0016039,           0.0031705,            0.049823,           0.0030089,             0.85946,            0.032747,           0.0074058,             0.03944,           0.0015713,           0.0030972,             0.17041,             0.00937,             0.00937,             0.00937
                  23,            0.035669,           0.0016321,           0.0031029,            0.041652,            0.002951,             0.85633,            0.034582,           0.0082386,             0.03849,            0.001595,           0.0030551,             0.17969,             0.00934,             0.00934,             0.00934
                  24,            0.035282,           0.0016084,           0.0030508,            0.043747,           0.0029682,             0.87887,            0.039843,           0.0094289,            0.037674,           0.0015908,           0.0030322,             0.18555,             0.00931,             0.00931,             0.00931
                  25,            0.035717,           0.0015541,           0.0031361,             0.04364,           0.0035341,             0.87929,            0.050709,            0.012213,            0.036257,           0.0016164,           0.0029901,             0.18237,             0.00928,             0.00928,             0.00928
                  26,            0.035596,           0.0015278,           0.0030412,            0.039828,           0.0071131,             0.80394,             0.06357,            0.016322,            0.036058,           0.0015916,           0.0029507,             0.18335,             0.00925,             0.00925,             0.00925
                  27,            0.034595,           0.0015121,           0.0029884,            0.041345,           0.0093383,             0.64832,            0.063166,            0.012562,             0.03833,           0.0014616,            0.002937,              0.1897,             0.00922,             0.00922,             0.00922
                  28,            0.034531,           0.0014882,           0.0029766,             0.03832,            0.018461,             0.54574,            0.067949,            0.017783,            0.037977,           0.0014348,           0.0029489,              0.2002,             0.00919,             0.00919,             0.00919
                  29,            0.035078,            0.001454,           0.0029947,            0.041069,            0.020868,             0.54356,            0.070512,            0.017905,            0.036085,           0.0014875,           0.0029333,             0.21387,             0.00916,             0.00916,             0.00916
                  30,            0.034392,           0.0014351,           0.0029549,              0.0409,            0.024988,             0.45682,            0.065799,            0.016779,            0.038038,           0.0013868,           0.0029132,             0.21582,             0.00913,             0.00913,             0.00913
                  31,            0.034257,           0.0014227,           0.0029261,            0.039249,            0.035124,             0.49687,             0.09083,            0.027056,            0.035525,           0.0014506,           0.0028752,             0.20874,              0.0091,              0.0091,              0.0091
                  32,            0.034211,           0.0014089,           0.0028946,            0.039347,            0.045753,             0.44527,             0.09419,            0.028534,            0.035638,           0.0014246,           0.0028592,             0.21411,             0.00907,             0.00907,             0.00907
                  33,            0.034133,           0.0013916,            0.002895,            0.036005,             0.06196,             0.37434,            0.078086,            0.016456,              0.0385,           0.0013014,           0.0028455,             0.21851,             0.00904,             0.00904,             0.00904
                  34,            0.033268,           0.0013864,            0.002899,            0.040809,             0.06604,             0.38939,            0.089451,            0.025582,            0.036466,           0.0013344,           0.0028313,              0.2113,             0.00901,             0.00901,             0.00901
                  35,            0.034012,           0.0013298,           0.0028815,            0.034719,            0.051784,             0.39545,            0.095062,            0.028412,            0.034637,           0.0013637,           0.0027933,             0.21875,             0.00898,             0.00898,             0.00898
                  36,            0.033377,           0.0013308,            0.002827,             0.03527,             0.33461,             0.40975,              0.1075,            0.031403,            0.036151,           0.0012966,           0.0027594,             0.22339,             0.00895,             0.00895,             0.00895
                  37,            0.033242,           0.0013038,           0.0027633,            0.041699,            0.041863,             0.42831,            0.094623,            0.027804,            0.035617,           0.0012921,           0.0027237,             0.23315,             0.00892,             0.00892,             0.00892
                  38,             0.03243,           0.0013172,           0.0027665,            0.036143,             0.35033,             0.32914,              0.1236,            0.036289,            0.035831,            0.001261,           0.0027287,             0.24121,             0.00889,             0.00889,             0.00889
                  39,            0.032454,           0.0012788,             0.00277,            0.034363,             0.34813,             0.30275,               0.125,            0.040626,            0.034476,           0.0012794,           0.0027287,             0.22595,             0.00886,             0.00886,             0.00886
                  40,              0.0322,           0.0012658,           0.0027606,            0.036501,             0.34359,             0.30483,             0.12427,            0.042795,            0.034213,           0.0012681,           0.0026935,             0.23865,             0.00883,             0.00883,             0.00883
                  41,            0.031789,           0.0012395,           0.0027134,            0.033941,            0.087951,             0.20057,             0.11857,            0.038602,            0.036594,           0.0011928,           0.0026601,              0.2373,              0.0088,              0.0088,              0.0088
                  42,            0.031867,           0.0012269,           0.0026927,            0.033845,            0.096887,             0.23892,             0.11786,            0.039426,            0.034866,           0.0012179,            0.002607,             0.25732,             0.00877,             0.00877,             0.00877
                  43,            0.031469,           0.0012256,           0.0026083,            0.034844,              0.1073,             0.24631,             0.13003,            0.041869,            0.035288,           0.0011919,           0.0025493,             0.24377,             0.00874,             0.00874,             0.00874
                  44,            0.031598,           0.0012164,            0.002658,            0.038747,             0.11052,             0.23589,             0.13531,            0.043641,             0.03565,           0.0011671,           0.0025072,             0.24805,             0.00871,             0.00871,             0.00871
                  45,            0.030769,           0.0012073,           0.0025428,            0.040329,             0.38275,             0.27945,             0.14818,            0.040588,            0.036406,           0.0011316,           0.0024751,             0.25439,             0.00868,             0.00868,             0.00868
                  46,            0.030311,           0.0012109,           0.0025575,            0.035006,             0.37004,             0.18284,             0.15302,            0.050713,            0.034212,           0.0011702,           0.0024655,             0.26709,             0.00865,             0.00865,             0.00865
                  47,            0.030234,           0.0012065,           0.0025275,            0.035146,             0.42239,             0.23466,             0.16059,            0.050562,            0.033135,           0.0011838,           0.0024669,             0.25098,             0.00862,             0.00862,             0.00862
                  48,            0.029998,           0.0011864,           0.0024849,             0.03628,             0.42902,             0.21591,             0.17369,            0.057397,            0.035465,           0.0011254,           0.0024248,             0.26709,             0.00859,             0.00859,             0.00859
                  49,            0.029428,           0.0011715,           0.0024441,            0.034505,             0.49053,             0.24148,             0.19038,            0.055871,            0.036514,           0.0010972,           0.0023671,             0.26611,             0.00856,             0.00856,             0.00856
                  50,            0.029693,           0.0011494,           0.0024374,            0.034463,             0.52995,             0.22453,             0.20685,            0.062162,            0.034072,           0.0011302,           0.0023332,             0.25732,             0.00853,             0.00853,             0.00853
                  51,            0.029131,            0.001148,           0.0023855,            0.038888,              0.5379,             0.22888,             0.21637,            0.061551,             0.03724,           0.0010625,           0.0023181,             0.26318,              0.0085,              0.0085,              0.0085
                  52,            0.029478,           0.0011623,           0.0023874,            0.041316,             0.48151,             0.25227,             0.22632,            0.066454,            0.034911,           0.0010955,           0.0023007,             0.27271,             0.00847,             0.00847,             0.00847
                  53,            0.029127,            0.001137,           0.0022841,            0.033053,             0.48308,             0.23636,             0.22309,            0.067482,            0.035975,           0.0010712,           0.0022568,             0.27686,             0.00844,             0.00844,             0.00844
                  54,             0.02909,           0.0011337,            0.002288,            0.034584,             0.41841,             0.22807,             0.22821,             0.06491,            0.036413,           0.0010568,           0.0022311,             0.28687,             0.00841,             0.00841,             0.00841
                  55,            0.028488,           0.0011336,           0.0022811,            0.035057,             0.43202,             0.23356,             0.22402,            0.069034,            0.035299,           0.0010715,           0.0022234,             0.28271,             0.00838,             0.00838,             0.00838
                  56,            0.028648,            0.001129,           0.0022219,            0.032509,              0.4537,             0.25791,             0.21448,            0.069218,             0.03356,           0.0010944,           0.0021927,             0.27808,             0.00835,             0.00835,             0.00835
                  57,            0.028453,           0.0011267,           0.0021683,            0.031433,             0.47093,             0.30099,             0.24706,             0.07748,            0.034018,           0.0010873,            0.002146,             0.26758,             0.00832,             0.00832,             0.00832
                  58,            0.028586,           0.0011113,           0.0022334,            0.033158,             0.53301,             0.31084,             0.26841,            0.084124,            0.033076,           0.0011093,            0.002157,             0.26904,             0.00829,             0.00829,             0.00829
                  59,            0.027678,           0.0011204,           0.0021957,            0.036341,             0.47452,             0.30199,             0.24299,            0.074074,            0.036307,           0.0010605,            0.002124,             0.27808,             0.00826,             0.00826,             0.00826
                  60,            0.028169,           0.0011068,            0.002124,            0.030323,             0.49979,             0.30296,              0.2673,            0.083061,            0.035165,           0.0010735,             0.00207,             0.27002,             0.00823,             0.00823,             0.00823
                  61,            0.027677,           0.0010986,           0.0020514,            0.031996,             0.50016,              0.3104,             0.26537,            0.082733,            0.033684,           0.0010876,           0.0020384,             0.27979,              0.0082,              0.0082,              0.0082
                  62,            0.027825,           0.0010968,           0.0020741,            0.032006,             0.49426,             0.30856,             0.26278,            0.083369,              0.0332,           0.0010918,           0.0020293,             0.27002,             0.00817,             0.00817,             0.00817
                  63,            0.027585,           0.0010928,           0.0020818,            0.032242,             0.48941,             0.27983,             0.27195,            0.080357,            0.035545,           0.0010605,           0.0020059,             0.28076,             0.00814,             0.00814,             0.00814
                  64,             0.02759,           0.0010855,           0.0019863,            0.032905,             0.46889,             0.34033,             0.27722,            0.091549,            0.034243,           0.0010774,           0.0019771,             0.28174,             0.00811,             0.00811,             0.00811
                  65,            0.027364,           0.0010861,           0.0020048,            0.030524,             0.49285,             0.29479,             0.27294,            0.088195,            0.032198,           0.0010991,            0.001956,             0.28125,             0.00808,             0.00808,             0.00808
                  66,            0.027035,           0.0010937,           0.0019845,            0.032496,             0.49107,             0.35777,             0.28555,            0.092225,            0.031925,           0.0010966,            0.001967,             0.28174,             0.00805,             0.00805,             0.00805
                  67,            0.027223,            0.001075,           0.0019185,            0.032088,             0.50334,             0.38224,             0.29693,            0.099898,            0.032693,           0.0010842,           0.0019276,             0.29736,             0.00802,             0.00802,             0.00802
                  68,            0.026774,           0.0010785,            0.001943,            0.032129,             0.52545,             0.35246,             0.31402,             0.10535,             0.03207,           0.0010887,           0.0018755,             0.29932,             0.00799,             0.00799,             0.00799
                  69,            0.026796,           0.0010646,           0.0018944,            0.029561,             0.54679,             0.31799,              0.3146,             0.10677,            0.031707,             0.00108,           0.0018393,             0.31836,             0.00796,             0.00796,             0.00796
                  70,            0.026863,           0.0010593,           0.0019135,            0.031724,             0.53075,             0.33353,              0.3317,             0.10587,            0.033905,           0.0010427,           0.0017853,              0.2959,             0.00793,             0.00793,             0.00793
                  71,            0.026475,           0.0010485,           0.0018325,            0.030505,             0.53361,             0.32573,             0.32583,            0.098048,            0.035861,           0.0010119,           0.0017596,             0.29321,              0.0079,              0.0079,              0.0079
                  72,            0.026436,           0.0010445,           0.0017826,             0.03035,             0.55514,             0.31268,             0.31824,             0.10345,            0.031634,            0.001067,           0.0017487,             0.28955,             0.00787,             0.00787,             0.00787
                  73,            0.026539,            0.001044,           0.0017962,            0.032655,             0.58222,             0.32167,             0.35503,             0.11112,            0.030766,           0.0010818,            0.001718,             0.29175,             0.00784,             0.00784,             0.00784
                  74,            0.026391,           0.0010347,           0.0017164,            0.034015,             0.57503,             0.33239,             0.37579,             0.13094,             0.03442,           0.0010298,           0.0016649,              0.2937,             0.00781,             0.00781,             0.00781
                  75,            0.025539,           0.0010442,           0.0017448,            0.031615,             0.57134,             0.35309,             0.40847,             0.12995,            0.033862,           0.0010348,           0.0016599,             0.30396,             0.00778,             0.00778,             0.00778
                  76,            0.025959,           0.0010374,           0.0017339,            0.027973,             0.53616,             0.43077,             0.40791,             0.14068,            0.032408,            0.001053,           0.0016351,              0.2981,             0.00775,             0.00775,             0.00775
                  77,            0.024906,           0.0010377,           0.0016958,             0.03251,             0.54971,             0.45341,             0.41811,             0.13985,            0.033906,           0.0010518,           0.0016443,             0.28223,             0.00772,             0.00772,             0.00772
                  78,             0.02536,            0.001022,           0.0016999,              0.0319,             0.56834,              0.4204,             0.40416,             0.14265,            0.034321,           0.0010441,           0.0016319,              0.2832,             0.00769,             0.00769,             0.00769
                  79,            0.025529,           0.0010167,           0.0017345,            0.028885,             0.55594,               0.426,             0.42117,             0.14424,            0.032779,           0.0010498,           0.0016008,             0.28467,             0.00766,             0.00766,             0.00766
                  80,            0.024994,           0.0010155,           0.0016317,            0.021745,             0.64193,             0.36705,             0.42314,             0.14278,            0.034928,           0.0010157,           0.0015651,             0.28125,             0.00763,             0.00763,             0.00763
                  81,            0.025147,           0.0010204,           0.0016057,            0.025531,              0.6286,             0.36108,             0.40148,             0.14769,            0.033848,           0.0010179,           0.0015312,             0.28296,              0.0076,              0.0076,              0.0076
                  82,            0.024562,            0.001006,           0.0015613,            0.018499,              0.6286,             0.35028,              0.4069,             0.14243,            0.034485,           0.0010141,           0.0015257,             0.28125,             0.00757,             0.00757,             0.00757
                  83,            0.025166,           0.0010031,           0.0016183,            0.020287,               0.603,             0.37812,             0.45697,             0.15541,            0.031688,           0.0010519,           0.0015289,              0.2876,             0.00754,             0.00754,             0.00754
                  84,            0.024779,           0.0010175,           0.0016117,            0.017191,             0.55475,             0.40268,             0.47549,             0.15894,            0.032739,           0.0010419,           0.0015106,             0.29834,             0.00751,             0.00751,             0.00751
                  85,             0.02482,           0.0010059,           0.0015927,             0.01688,             0.51933,             0.42888,             0.44164,             0.15327,            0.032451,           0.0010365,           0.0014919,             0.29248,             0.00748,             0.00748,             0.00748
                  86,            0.024796,           0.0010012,           0.0015743,            0.017442,             0.56585,             0.37907,             0.39787,             0.14822,            0.031527,           0.0010422,           0.0015005,             0.29077,             0.00745,             0.00745,             0.00745
                  87,            0.025577,          0.00099957,           0.0015982,            0.014645,             0.54406,             0.41733,             0.45277,             0.15712,            0.031309,           0.0010485,           0.0014886,              0.2981,             0.00742,             0.00742,             0.00742
                  88,            0.024959,           0.0010011,           0.0015666,            0.018789,             0.55824,             0.46072,             0.47563,             0.16363,            0.032089,           0.0010434,           0.0014614,             0.29419,             0.00739,             0.00739,             0.00739
                  89,            0.024634,          0.00099517,           0.0015596,            0.019308,             0.56027,             0.42863,             0.43922,             0.15533,            0.032882,           0.0010436,           0.0014561,             0.30127,             0.00736,             0.00736,             0.00736
                  90,            0.024647,          0.00099021,           0.0015334,            0.015851,             0.32577,             0.39269,             0.38633,             0.14083,            0.033864,           0.0010354,           0.0014616,             0.30859,             0.00733,             0.00733,             0.00733
                  91,            0.024948,          0.00099257,            0.001617,            0.014972,             0.55758,             0.44856,              0.4518,             0.15494,            0.032101,           0.0010436,           0.0014456,             0.31104,              0.0073,              0.0073,              0.0073
                  92,            0.024553,          0.00098986,           0.0016129,            0.014509,             0.54131,             0.44946,             0.45913,             0.16213,            0.032075,           0.0010331,           0.0014191,             0.30103,             0.00727,             0.00727,             0.00727
                  93,            0.024643,          0.00099005,           0.0014882,            0.014718,             0.56547,             0.43402,             0.47938,             0.16209,            0.031682,           0.0010316,           0.0014287,             0.29883,             0.00724,             0.00724,             0.00724
                  94,            0.024985,          0.00098716,           0.0014988,            0.014542,             0.60323,             0.49835,             0.50836,             0.17538,            0.032964,           0.0010197,           0.0014456,             0.30151,             0.00721,             0.00721,             0.00721
                  95,            0.024884,           0.0010002,           0.0015323,            0.013432,             0.60717,             0.50381,             0.52707,             0.17616,            0.033266,           0.0010247,           0.0014209,               0.302,             0.00718,             0.00718,             0.00718
                  96,            0.024999,           0.0009736,           0.0014762,            0.012821,             0.57214,             0.47646,             0.55101,             0.18183,            0.033937,           0.0010238,            0.001417,              0.3208,             0.00715,             0.00715,             0.00715
                  97,            0.024446,          0.00098379,           0.0014979,            0.014077,             0.55388,             0.47311,             0.52851,             0.17898,            0.033632,           0.0010248,           0.0014154,             0.31812,             0.00712,             0.00712,             0.00712
                  98,            0.024183,           0.0009896,           0.0014566,            0.017486,              0.5954,             0.40579,             0.45791,             0.16394,            0.031768,           0.0010351,           0.0014001,             0.31128,             0.00709,             0.00709,             0.00709
                  99,            0.024386,          0.00097528,           0.0014122,            0.011079,             0.57076,             0.47301,             0.49689,             0.16335,            0.033618,            0.001015,           0.0013898,             0.32129,             0.00706,             0.00706,             0.00706
                 100,            0.024794,          0.00096093,           0.0014414,            0.010378,             0.56634,             0.48239,             0.50372,             0.16948,            0.031572,           0.0010313,           0.0014042,             0.31934,             0.00703,             0.00703,             0.00703
                 101,            0.024217,          0.00098254,           0.0014541,            0.012083,             0.54994,             0.52795,             0.50381,             0.17094,            0.032214,           0.0010312,           0.0014227,             0.30762,               0.007,               0.007,               0.007
                 102,            0.024606,          0.00099046,           0.0014337,            0.011966,              0.5551,              0.5162,             0.50214,             0.17018,            0.032168,           0.0010384,           0.0014069,             0.31812,             0.00697,             0.00697,             0.00697
                 103,            0.024263,          0.00098243,           0.0014726,            0.010933,             0.58873,             0.45121,             0.46422,             0.16275,            0.030711,           0.0010529,           0.0013932,             0.31543,             0.00694,             0.00694,             0.00694
                 104,            0.024686,           0.0009811,           0.0014237,            0.010033,             0.56934,              0.5007,             0.51145,             0.18151,            0.031035,           0.0010447,           0.0013687,             0.31299,             0.00691,             0.00691,             0.00691
                 105,            0.024434,          0.00098016,           0.0013748,           0.0091505,             0.56805,             0.43807,             0.47831,             0.17359,            0.029746,           0.0010567,           0.0013156,              0.3147,             0.00688,             0.00688,             0.00688
                 106,             0.02456,           0.0009681,           0.0014194,             0.01461,             0.57877,             0.48295,             0.47853,             0.19176,            0.030209,           0.0010474,           0.0012909,             0.32373,             0.00685,             0.00685,             0.00685
                 107,            0.023995,          0.00097341,           0.0013636,             0.01059,             0.57995,             0.50755,             0.50606,             0.19366,            0.031677,           0.0010458,           0.0013124,             0.33862,             0.00682,             0.00682,             0.00682
                 108,            0.024581,          0.00096548,           0.0014432,            0.014322,             0.47729,             0.49457,             0.48574,             0.18572,            0.031158,           0.0010611,           0.0013335,             0.32031,             0.00679,             0.00679,             0.00679
                 109,            0.023963,          0.00096362,           0.0014117,            0.010821,             0.62253,             0.55126,             0.51555,             0.18821,            0.031458,           0.0010535,           0.0013451,             0.33105,             0.00676,             0.00676,             0.00676
                 110,            0.023942,          0.00097416,             0.00135,           0.0085334,             0.60253,             0.53083,             0.54167,             0.20213,            0.030788,           0.0010568,           0.0013323,             0.32153,             0.00673,             0.00673,             0.00673
                 111,            0.024079,          0.00096259,           0.0013857,            0.010845,             0.64413,             0.48645,             0.52449,             0.20296,            0.031064,           0.0010453,           0.0013234,             0.32495,              0.0067,              0.0067,              0.0067
                 112,            0.023602,          0.00095473,            0.001308,           0.0080663,             0.62216,             0.50144,             0.52874,             0.20807,            0.030611,           0.0010504,           0.0013085,               0.323,             0.00667,             0.00667,             0.00667
                 113,            0.024297,          0.00095224,           0.0013714,            0.010726,             0.63631,             0.52822,             0.55791,             0.20836,            0.031707,           0.0010408,           0.0012701,             0.31909,             0.00664,             0.00664,             0.00664
                 114,            0.024076,          0.00094888,            0.001312,           0.0088339,             0.61208,             0.54588,             0.58111,             0.21139,            0.031366,           0.0010382,           0.0012799,              0.3269,             0.00661,             0.00661,             0.00661
                 115,            0.023352,          0.00096481,           0.0013471,            0.015797,             0.59958,             0.55441,             0.55766,             0.20835,            0.031462,           0.0010368,           0.0012918,             0.31006,             0.00658,             0.00658,             0.00658
                 116,            0.023485,          0.00096296,           0.0012991,           0.0066948,             0.58883,             0.52124,             0.54794,             0.19143,            0.033206,           0.0010269,            0.001263,             0.33643,             0.00655,             0.00655,             0.00655
                 117,            0.023411,          0.00095787,           0.0013421,           0.0082155,             0.61508,             0.56207,             0.57884,             0.20135,             0.03304,           0.0010269,           0.0012174,             0.33276,             0.00652,             0.00652,             0.00652
                 118,            0.023686,          0.00095582,           0.0012973,            0.010864,             0.62456,             0.56502,             0.56348,             0.20476,            0.032971,            0.001024,           0.0011913,             0.32471,             0.00649,             0.00649,             0.00649
                 119,            0.023641,          0.00095332,           0.0012573,            0.012089,             0.63176,             0.55588,             0.55241,             0.21051,            0.031791,           0.0010339,           0.0011842,              0.3147,             0.00646,             0.00646,             0.00646
                 120,            0.023239,           0.0009665,           0.0012559,           0.0072525,             0.62269,             0.57999,             0.56164,             0.21316,            0.032818,           0.0010247,            0.001176,             0.33179,             0.00643,             0.00643,             0.00643
                 121,            0.023231,          0.00093723,           0.0012373,           0.0066062,             0.62206,             0.54956,             0.57288,             0.18935,            0.034292,           0.0010123,           0.0011657,             0.31885,              0.0064,              0.0064,              0.0064
                 122,            0.023418,          0.00096216,           0.0013228,           0.0093878,             0.54246,             0.59968,             0.60032,             0.22526,            0.031096,           0.0010298,           0.0011579,              0.3269,             0.00637,             0.00637,             0.00637
                 123,            0.022839,           0.0009576,           0.0011968,           0.0060312,             0.51673,              0.5925,             0.57714,             0.20126,            0.032267,            0.001022,           0.0012009,             0.33154,             0.00634,             0.00634,             0.00634
                 124,            0.023752,          0.00094149,           0.0012277,           0.0096824,             0.55517,             0.60732,             0.58153,             0.21524,            0.031987,           0.0010312,           0.0011961,              0.3291,             0.00631,             0.00631,             0.00631
                 125,            0.023138,          0.00094742,           0.0011837,            0.009344,             0.60459,             0.63685,             0.61605,             0.21598,            0.032779,           0.0010337,           0.0011801,             0.33594,             0.00628,             0.00628,             0.00628
                 126,            0.023067,          0.00096535,           0.0012438,             0.00751,             0.56146,              0.6034,             0.58049,             0.22473,            0.031107,           0.0010302,           0.0011373,             0.34277,             0.00625,             0.00625,             0.00625
                 127,            0.023101,           0.0009387,           0.0011849,           0.0069773,             0.62396,             0.60487,             0.63885,             0.23152,            0.031588,            0.001021,            0.001124,             0.33472,             0.00622,             0.00622,             0.00622
                 128,            0.022858,          0.00094189,           0.0012119,           0.0073753,             0.60048,             0.53211,             0.62302,             0.23236,            0.031549,           0.0010151,           0.0011066,             0.33716,             0.00619,             0.00619,             0.00619
                 129,            0.022897,          0.00093885,           0.0011411,           0.0095876,             0.62862,             0.58398,             0.61793,             0.22556,            0.032804,           0.0010102,           0.0011023,             0.33643,             0.00616,             0.00616,             0.00616
                 130,            0.022782,          0.00094166,           0.0012146,           0.0062373,             0.62084,              0.6338,             0.64222,             0.23203,            0.031575,           0.0010223,           0.0010943,             0.35376,             0.00613,             0.00613,             0.00613
                 131,            0.023346,          0.00093945,           0.0011259,           0.0096994,             0.62372,             0.61548,             0.62939,             0.23927,            0.031192,           0.0010268,           0.0011098,             0.33447,              0.0061,              0.0061,              0.0061
                 132,            0.022734,          0.00092843,           0.0011659,           0.0053174,             0.60367,             0.60261,             0.57843,              0.2012,             0.03379,           0.0010049,           0.0011126,             0.33252,             0.00607,             0.00607,             0.00607
                 133,            0.022591,          0.00093939,           0.0011735,           0.0054621,             0.56698,             0.58444,             0.56984,             0.22694,            0.032244,           0.0010127,           0.0010831,             0.34229,             0.00604,             0.00604,             0.00604
                 134,            0.022533,          0.00093486,           0.0011086,           0.0077653,             0.64256,               0.595,             0.61373,             0.23467,            0.032876,           0.0010087,           0.0010693,             0.35547,             0.00601,             0.00601,             0.00601
                 135,            0.022523,           0.0009296,           0.0011516,           0.0058456,             0.64776,             0.61833,             0.65812,             0.22574,             0.03163,           0.0010293,           0.0010448,             0.34009,             0.00598,             0.00598,             0.00598
                 136,            0.022626,          0.00092651,           0.0010958,            0.010543,             0.65898,             0.62044,             0.62807,             0.23659,            0.031726,           0.0010258,           0.0010384,             0.35474,             0.00595,             0.00595,             0.00595
                 137,            0.022444,          0.00092959,           0.0011294,           0.0083953,             0.62122,             0.62982,             0.60782,             0.22705,            0.032158,           0.0010159,           0.0010291,             0.36743,             0.00592,             0.00592,             0.00592
                 138,             0.02234,          0.00093456,           0.0011553,            0.012915,             0.65946,             0.64165,             0.62922,             0.21736,            0.034152,           0.0010007,           0.0010295,              0.3479,             0.00589,             0.00589,             0.00589
